Name,Price,Size,Energi (kcal),Energi (kJ),Fett,Varav mättat fett,Kolhydrat,Varav sockerarter,Protein,Salt,Fiber,Varav polyoler,Fosfor,Vitamin B12,Vitamin D,Folsyra,Selen,Järn,Magnesium,Zink,Varav enkelomättat fett,Varav fleromättat fett,Fluorid,Vitamin B6,Natrium,Kalcium,Material,Kalium,Vitamin E,Pantotensyra,url
Pingvinstång Häxvrål 27g Pingvin,"7,90 kr","0.027kg 292,59 kr/kg",367 kcal,1533 kJ,4.2 g,4.1 g,79 g,60 g,1.5 g,0.34 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pingvinst%C3%A5ng-h%C3%A4xvr%C3%A5l-27g-pingvin/1128786
Choklad Karamell Ljus 180g Tony's Chocolonely,"67,00 kr","0.18kg 372,22 kr/kg",537 kcal,2247 kJ,32 g,19 g,54 g,51 g,6.9 g,0.69 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/choklad-karamell-ljus-180g-tony-s-chocolonely/1520490
LantChips Lättsaltade 200g LantChips,"30,90 kr","0.2kg 154,50 kr/kg",500 kcal,2092 kJ,27 g,2.7 g,56 g,0.8 g,8.3 g,1.2 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/lantchips-l%C3%A4ttsaltade-200g-lantchips/2138834
Bakdekor Hearts 40g Dr. Oetker,"20,90 kr","0.04kg 522,50 kr/kg",424 kcal,1795 kJ,5.3 g,3.2 g,93 g,86 g,0.6 g,0.01 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/bakdekor-hearts-40g-dr-oetker/2014933
Chokladbar Kokos 57g Bounty,"15,90 kr","0.057kg 278,95 kr/kg",487 kcal,2036 kJ,26 g,21 g,59 g,48 g,3.8 g,0.28 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladbar-kokos-57g-bounty/2166621
Chokladkaka Creation Crème Brûlée Mjölkchoklad 150g Lindt,"67,00 kr","0.15kg 446,67 kr/kg",585 kcal,2486 kJ,39 g,24 g,52 g,50 g,5.6 g,0.25 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-creation-cr%C3%A8me-br%C3%BBl%C3%A9e-mj%C3%B6lkchoklad-150g-lindt/1391118
Tutti Frutti Passion 180g Fazer,"25,90 kr","0.18kg 143,89 kr/kg",358 kcal,1507 kJ,0.5 g,0 g,89 g,60 g,0.5 g,0.34 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tutti-frutti-passion-180g-fazer/1477745
Chokladkaka Hackad Hasselnöt 145g Fazer,"42,90 kr","0.145kg 295,86 kr/kg",555 kcal,2320 kJ,38 g,18 g,42 g,41 g,12 g,0.29 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-hackad-hasseln%C3%B6t-145g-fazer/2033698
Pingvinstång Salta Hallon 27g Pingvin,"7,90 kr","0.027kg 292,59 kr/kg",357 kcal,1493 kJ,2.3 g,2.1 g,81 g,61 g,1.6 g,1.9 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pingvinst%C3%A5ng-salta-hallon-27g-pingvin/1225028
Glass After Dinner 8-p Magnum,"54,00 kr","8 per frp 6,75 kr/st",287 kcal,1203 kJ,19 g,13 g,25 g,23 g,3.3 g,0.12 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-after-dinner-8-p-magnum/2144153
Sesamkaka Original 40g Risenta,"10,90 kr","0.04kg 272,50 kr/kg",522 kcal,2181 kJ,29 g,4.5 g,52 g,33 g,11 g,0.02 g,4.7 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sesamkaka-original-40g-risenta/2099129
Choklad Tranbär 70% 100g ICA Selection,"33,90 kr","0.1kg 339,00 kr/kg",563 kcal,2339 kJ,40 g,25 g,38 g,32 g,8 g,0.01 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/choklad-tranb%C3%A4r-70-100g-ica-selection/2077499
Chokladkaka EXCELLENCE Mild 70% Mörk Choklad 100g Lindt,"55,00 kr","0.1kg 550,00 kr/kg",610 kcal,2528 kJ,48 g,29 g,33 g,29 g,6.9 g,0.01 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-excellence-mild-70-m%C3%B6rk-choklad-100g-lindt/1409118
Chokladbar 51g Mars,"15,90 kr","0.051kg 311,76 kr/kg",443 kcal,1862 kJ,16 g,7.4 g,70 g,61 g,4.5 g,0.67 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladbar-51g-mars/2127915
Glasstrut Cornetto Classico 1-p Cornetto,"29,90 kr",,326 kcal,1366 kJ,20 g,14 g,34 g,23 g,3.7 g,0.27 g,1.4 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glasstrut-cornetto-classico-1-p-cornetto/2154458
Godispåse PimPim Hallon 95g Malaco,"16,90 kr","0.095kg 177,89 kr/kg",348 kcal,1481 kJ,0.3 g,0.2 g,81 g,62 g,4.1 g,0.03 g,0.04 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-pimpim-hallon-95g-malaco/2127771
Glasstrut Jordgubb 1-p Cornetto,"29,90 kr",,262 kcal,1096 kJ,11 g,8.2 g,39 g,29 g,2.1 g,0.23 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glasstrut-jordgubb-1-p-cornetto/2154457
Dadlar Fizzy Bottle 125g Dave & Jon's,"29,90 kr","0.125kg 239,20 kr/kg",320 kcal,1340 kJ,3 g,1.8 g,64.8 g,52.3 g,2.1 g,0 g,11.4 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dadlar-fizzy-bottle-125g-dave-jon-s/2125903
Dadlar Taateli 200g Sevan,"17,90 kr","0.2kg 89,50 kr/kg",284 kcal,1204 kJ,0.5 g,0 g,65 g,59 g,2.3 g,0 g,8.5 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dadlar-taateli-200g-sevan/1388503
Flower Zourr Haribo,"33,90 kr","0.25kg 135,60 kr/kg",373 kcal,1581 kJ,2.7 g,1.8 g,87 g,63 g,0.5 g,0.4 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/flower-zourr-haribo/2097325
Ostsnacks cheez ballz chili cheez 200g Olw,"42,90 kr","0.2kg 214,50 kr/kg",520 kcal,2200 kJ,28 g,4.6 g,57 g,4.7 g,9.3 g,1.9 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ostsnacks-cheez-ballz-chili-cheez-200g-olw/2149394
Chokladpraliner LINDOR Mjölk 137g Lindt,"77,00 kr","0.137kg 562,04 kr/kg",623 kcal,2587 kJ,47 g,34 g,44 g,42 g,5 g,0.17 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladpraliner-lindor-mj%C3%B6lk-137g-lindt/1448889
Cheez Doodles Original 160g OLW,"35,90 kr","0.16kg 224,38 kr/kg",520 kcal,2200 kJ,30 g,14 g,53 g,2.5 g,10 g,2.1 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cheez-doodles-original-160g-olw/1485143
Chips Ugnsbakade Sourcream & Onion 125g Estrella,"31,90 kr","0.125kg 255,20 kr/kg",408 kcal,1719 kJ,9.3 g,1.3 g,73 g,7.5 g,6.2 g,1.9 g,4.3 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chips-ugnsbakade-sourcream-onion-125g-estrella/2099135
Choklad Stycksak Daim Caramel Latte 56g Daim,"17,90 kr","0.056kg 319,64 kr/kg",543 kcal,2267 kJ,32 g,16 g,61 g,60 g,2.9 g,0.85 g,1.2 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/choklad-stycksak-daim-caramel-latte-56g-daim/2159032
Kinderägg Suprise 1-p 20g Ferrero,"17,90 kr","0.02kg 895,00 kr/kg",561 kcal,2338 kJ,34.9 g,22.9 g,52.6 g,52.3 g,8.4 g,0.323 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kinder%C3%A4gg-suprise-1-p-20g-ferrero/1001567
Kolasaltisar 170g Treatville,"26,90 kr","0.17kg 158,24 kr/kg",358 kcal,1517 kJ,0.1 g,0 g,87 g,77 g,0.2 g,0.04 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kolasaltisar-170g-treatville/2098032
Dippmix Vitlök 21g OLW,"13,90 kr","0.021kg 661,90 kr/kg",320 kcal,1350 kJ,2.9 g,1.4 g,66 g,27 g,5.6 g,16.3 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dippmix-vitl%C3%B6k-21g-olw/1519729
"Gräddglass Gammaldags vanilj Laktosfri 0,5l Triumf Glass","24,90 kr","0.5L 49,80 kr/l",200 kcal,850 kJ,11 g,7.1 g,23 g,22 g,2.9 g,0.18 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-gammaldags-vanilj-laktosfri-0-5l-triumf-glass/1520024
Glassbåt Hallon Vit choklad 6-p SIA GLASS,"59,00 kr","6 per frp 9,83 kr/st",280 kcal,1200 kJ,16 g,10 g,31 g,27 g,4.1 g,0.1 g,0 g,0 g,,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glassb%C3%A5t-hallon-vit-choklad-6-p-sia-glass/2129997
Chips Corners Chili Cheese 160g Estrella,"35,90 kr","0.16kg 224,38 kr/kg",499 kcal,2089 kJ,24 g,1.7 g,62 g,3.9 g,6.4 g,1.4 g,5.4 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chips-corners-chili-cheese-160g-estrella/2165272
Kina Röd Snacks 160g Fazer,"47,90 kr","0.16kg 299,38 kr/kg",535 kcal,2234 kJ,32 g,20 g,57 g,48 g,6.9 g,0.26 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kina-r%C3%B6d-snacks-160g-fazer/2117788
Godispåse Spaghetti Blue Raspberry 70g bebeto,"10,90 kr","0.07kg 155,71 kr/kg",380 kcal,1610 kJ,2.9 g,1.6 g,85.7 g,57 g,2.7 g,0 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-spaghetti-blue-raspberry-70g-bebeto/2134238
Tuggummi Hallon Granatäpple 29g Extra,"22,90 kr","0.029kg 789,66 kr/kg",164 kcal,684 kJ,0 g,0 g,67 g,0 g,0 g,0.08 g,,67 g,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tuggummi-hallon-granat%C3%A4pple-29g-extra/2128786
Popcorn Cheddar 80g Estrella,"17,90 kr","0.08kg 223,75 kr/kg",458 kcal,1916 kJ,21 g,2.8 g,51 g,2.4 g,11.3 g,2 g,12.1 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/popcorn-cheddar-80g-estrella/2116288
Chokladpraliner Paradis 500g Marabou,"182,00 kr","0.5kg 364,00 kr/kg",530 kcal,2215 kJ,31 g,17 g,58 g,55 g,3.8 g,0.27 g,2 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladpraliner-paradis-500g-marabou/1003825
Chokladkaka Mjölkchoklad 90g Marabou,"28,90 kr","0.09kg 321,11 kr/kg",548 kcal,2288 kJ,32 g,19 g,59 g,58 g,4.6 g,0.26 g,2 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-mj%C3%B6lkchoklad-90g-marabou/2166181
Choklad Bilar Polly 150g Cloetta,"40,90 kr","0.15kg 272,67 kr/kg",466 kcal,1957 kJ,18 g,10 g,71 g,68 g,4.6 g,0.12 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/choklad-bilar-polly-150g-cloetta/1454448
Gräddglass Kola & Havssalt 500ml Sia Glass,"24,90 kr","0.5L 49,80 kr/l",220 kcal,950 kJ,9.5 g,6.2 g,30 g,27 g,3.8 g,0.3 g,0.5 g,,,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-kola-havssalt-500ml-sia-glass/1530285
Chips Sourcream & Onion 275g OLW,"39,90 kr","0.275kg 145,09 kr/kg",520 kcal,2200 kJ,32 g,3.3 g,56 g,2.6 g,5.1 g,1.6 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chips-sourcream-onion-275g-olw/1490345
Twist 145g Marabou,"66,00 kr","0.145kg 455,17 kr/kg",469 kcal,1967 kJ,21 g,11 g,66 g,54 g,3.8 g,0.33 g,1.9 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/twist-145g-marabou/1377158
Godispåse Melonskivor 75g Fini,"14,90 kr","0.075kg 198,67 kr/kg",326 kcal,1387 kJ,0 g,0 g,79 g,58 g,4 g,0.1 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-melonskivor-75g-fini/2151281
Skumnappar Lakrits 120g Haribo,"24,90 kr","0.12kg 207,50 kr/kg",346 kcal,1468 kJ,0.5 g,0.1 g,81 g,55 g,4.5 g,0.03 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/skumnappar-lakrits-120g-haribo/2091713
Snickers 72ml Triumf Glass,"31,90 kr",,338 kcal,1414 kJ,20 g,9.4 g,35 g,26 g,5.7 g,0.21 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/snickers-72ml-triumf-glass/1443718
Torkad frukt Sweet & Sour Lemon Mango 100g Sunshine Delights,"37,90 kr","0.1kg 379,00 kr/kg",331 kcal,1390 kJ,0.3 g,0 g,78 g,70 g,1.7 g,0.23 g,4.8 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/torkad-frukt-sweet-sour-lemon-mango-100g-sunshine-delights/2165781
Godistabletter Mint 38g Mentos,"13,90 kr","0.038kg 365,79 kr/kg",390 kcal,1653 kJ,1.9 g,1.8 g,93 g,69 g,0 g,0.1 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godistabletter-mint-38g-mentos/1009184
Godispåse Nappar Sura 80g Haribo,"13,90 kr","0.08kg 173,75 kr/kg",345 kcal,1463 kJ,0 g,0 g,80 g,49 g,5 g,0.01 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-nappar-sura-80g-haribo/1368322
"Sorbet Mango & passion 0,5l Triumf Glass","24,90 kr","0.5L 49,80 kr/l",130 kcal,550 kJ,0.5 g,0.5 g,31 g,27 g,0.5 g,0.02 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sorbet-mango-passion-0-5l-triumf-glass/1443721
Tuggummi Bubblemint 21-p Extra,"22,90 kr","0.029kg 789,66 kr/kg",145 kcal,604 kJ,0 g,0 g,60 g,0 g,0 g,0.06 g,,60 g,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tuggummi-bubblemint-21-p-extra/2062629
Center 78g Cloetta,"22,90 kr","0.078kg 293,59 kr/kg",482 kcal,2022 kJ,23 g,14 g,63 g,48 g,4.1 g,0.43 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/center-78g-cloetta/1002507
Kina Blå Salty Snacks 155g Fazer,"47,90 kr","0.155kg 309,03 kr/kg",532 kcal,2222 kJ,32 g,20 g,56 g,48 g,6.8 g,0.56 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kina-bl%C3%A5-salty-snacks-155g-fazer/2117790
Surskalle Gelatinfri 190g Fairtrade Bubs,"24,90 kr","0.19kg 131,05 kr/kg",345 kcal,1442 kJ,0 g,0 g,84 g,47 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/surskalle-gelatinfri-190g-fairtrade-bubs/1499727
Chokladkaka Daim 90g Marabou,"28,90 kr","0.09kg 321,11 kr/kg",547 kcal,2283 kJ,32 g,18 g,60 g,59 g,4 g,0.49 g,1.7 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-daim-90g-marabou/2166183
Chokladkaka Choco dark 50g Tony's Chocolonely,"16,90 kr","0.05kg 338,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-choco-dark-50g-tony-s-chocolonely/2062710
Chips Ranch 275g OLW,"39,90 kr","0.275kg 145,09 kr/kg",520 kcal,2150 kJ,32 g,15 g,50 g,4.7 g,5.4 g,1.5 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chips-ranch-275g-olw/1490384
Tablettask Emser 38g Fazer,"20,90 kr","0.038kg 550,00 kr/kg",381 kcal,1598 kJ,0.5 g,0 g,94 g,80 g,0 g,0.85 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tablettask-emser-38g-fazer/2117796
Chokladkaka Japp 160g Marabou,"38,90 kr","0.16kg 243,13 kr/kg",536 kcal,2242 kJ,30 g,18 g,61 g,58 g,4.5 g,0.27 g,2 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-japp-160g-marabou/2166163
Tranbär Torkade 150g ICA Gott liv,"40,90 kr","0.15kg 272,67 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tranb%C3%A4r-torkade-150g-ica-gott-liv/2034862
Gräddglass Juni Laktosfri Glutenfri 6-p 780ml SIA Glass,"59,00 kr","6 per frp 9,83 kr/st",300 kcal,1250 kJ,14 g,10 g,39 g,24 g,3.6 g,0.1 g,0 g,0 g,,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-juni-laktosfri-glutenfri-6-p-780ml-sia-glass/1509554
Popcorn Ekologiska 400g Kung markatta,"55,00 kr","0.4kg 137,50 kr/kg",340 kcal,1436 kJ,4 g,0.7 g,60 g,1.1 g,9.8 g,0.01 g,12 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/popcorn-ekologiska-400g-kung-markatta/2051362
Marianne 200g Fazer,"43,90 kr","0.2kg 219,50 kr/kg",444 kcal,1863 kJ,11 g,6.8 g,82 g,70 g,1.7 g,0.02 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/marianne-200g-fazer/2117791
Godispåse Tutti Frutti Remix Salty 150g Fazer,"24,90 kr","0.15kg 166,00 kr/kg",354 kcal,1486 kJ,0.5 g,0 g,85 g,59 g,0.8 g,1.15 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-tutti-frutti-remix-salty-150g-fazer/2153852
Hasselnötskärnor 200g ICA,"44,90 kr","0.2kg 224,50 kr/kg",656 kcal,2708 kJ,61 g,4.5 g,7 g,4.3 g,15 g,0 g,9.7 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hasseln%C3%B6tsk%C3%A4rnor-200g-ica/2002104
Valnötter naturella 250g Exotic Snacks,"72,00 kr","0.25kg 288,00 kr/kg",680 kcal,2845 kJ,65 g,5.7 g,5.8 g,2.5 g,16 g,0 g,9 g,,,,,,,2.5 mg,,,9.9 g,46 g,,0.38 mg,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/valn%C3%B6tter-naturella-250g-exotic-snacks/2164032
Gammaldags gräddglass Äkta vanilj 1.75L Triumf Glass,"39,00 kr","1.75L 22,29 kr/l",180 kcal,800 kJ,9.8 g,6.5 g,22 g,22 g,3.1 g,0.19 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gammaldags-gr%C3%A4ddglass-%C3%A4kta-vanilj-1-75l-triumf-glass/2101620
Chokladkaka Vit & mjölkchoklad 131g Fazer,"42,90 kr","0.131kg 327,48 kr/kg",561 kcal,2347 kJ,35 g,21 g,54 g,52 g,7.5 g,0.25 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-vit-mj%C3%B6lkchoklad-131g-fazer/2118718
Godispåse Stjärn Mix sur 150g Haribo,"24,90 kr","0.15kg 166,00 kr/kg",350 kcal,1487 kJ,0.5 g,0.1 g,80 g,52 g,5.5 g,0.05 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-stj%C3%A4rn-mix-sur-150g-haribo/2128095
Winegums Cola & Orange 175g Treatville,"22,90 kr","0.175kg 130,86 kr/kg",334 kcal,1417 kJ,0.5 g,0.3 g,78 g,48 g,4.3 g,0.03 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/winegums-cola-orange-175g-treatville/2077778
Glass Mini tip top 6-pack GB Glace,"61,00 kr","6 per frp 10,17 kr/st",381 kcal,1621 kJ,23 g,15 g,40 g,27 g,4 g,0.16 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-mini-tip-top-6-pack-gb-glace/1295908
Chokladkaka Premium 70% Cocoa Mint 100g Marabou,"51,00 kr","0.1kg 510,00 kr/kg",590 kcal,2455 kJ,45 g,27.5 g,34.5 g,30.5 g,6.6 g,0.13 g,9.9 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladkaka-premium-70-cocoa-mint-100g-marabou/1368413
Jordnötter Osaltade 250g Estrella,"33,90 kr","0.25kg 135,60 kr/kg",623 kcal,2583 kJ,51 g,8.1 g,11 g,5.3 g,24.8 g,0 g,8.3 g,,395 mg,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/jordn%C3%B6tter-osaltade-250g-estrella/1506162
Godis Peaches Raspberry 80g Haribo,"11,90 kr","0.08kg 148,75 kr/kg",367 kcal,1558 kJ,0.5 g,0.1 g,86 g,68 g,4.4 g,0.01 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godis-peaches-raspberry-80g-haribo/2111838
Godispåse Sura Regnbågs-mattor 75g Fini,"14,90 kr","0.075kg 198,67 kr/kg",340 kcal,1445 kJ,1 g,0.6 g,81 g,54 g,1.8 g,0.5 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-sura-regnb%C3%A5gs-mattor-75g-fini/2151280
Godispåse Colanappar Sura Mini 70g Candypeople,"13,90 kr","0.07kg 198,57 kr/kg",343 kcal,1456 kJ,0.5 g,0.1 g,85 g,59 g,0.5 g,0.39 g,0.5 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godisp%C3%A5se-colanappar-sura-mini-70g-candypeople/2150759
Chips Paprika 200g Pringles,"43,90 kr","0.2kg 219,50 kr/kg",518 kcal,2164 kJ,29 g,2.7 g,56 g,3.7 g,6.4 g,1.4 g,3.8 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chips-paprika-200g-pringles/2097321
Västkustchips Ranch & Gräddfil 180g Estrella,"36,90 kr","0.18kg 205,00 kr/kg",475 kcal,1983 kJ,26 g,2.2 g,51 g,1.6 g,6.5 g,1.4 g,5.9 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/v%C3%A4stkustchips-ranch-gr%C3%A4ddfil-180g-estrella/2062222
Salta pinnar 250g ICA,"25,90 kr","0.25kg 103,60 kr/kg",391 kcal,1653 kJ,5.9 g,0.8 g,71 g,2.4 g,12 g,3.8 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/salta-pinnar-250g-ica/1313041
Nötmix Honung Rosmarin 150g Exotic Snacks,"53,00 kr","0.15kg 353,33 kr/kg",562 kcal,2335 kJ,40 g,6 g,32 g,23 g,16 g,0.95 g,6.7 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/n%C3%B6tmix-honung-rosmarin-150g-exotic-snacks/2083598
Popcorn 500g ICA,"19,90 kr","0.5kg 39,80 kr/kg",337 kcal,1422 kJ,3.4 g,0.5 g,61 g,0.5 g,9.4 g,0.13 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/popcorn-500g-ica/1026204
Chokladbar 50g Snickers,"15,90 kr","0.05kg 318,00 kr/kg",490 kcal,2051 kJ,23 g,7.6 g,60 g,51 g,8.7 g,0.52 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladbar-50g-snickers/2127917
Glass Snickers Creamy 1-p Mars,"31,90 kr",,349 kcal,1457 kJ,21 g,10 g,34 g,26 g,5.7 g,0.29 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-snickers-creamy-1-p-mars/2154464
Godis Juleskum 100g Cloetta,"20,90 kr","0.1kg 209,00 kr/kg",354 kcal,1500 kJ,0.4 g,0.4 g,83 g,66 g,4.2 g,0.04 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/godis-juleskum-100g-cloetta/1499453
Nötmix Russin 200g OLW,"44,90 kr","0.2kg 224,50 kr/kg",608 kcal,2525 kJ,43 g,8 g,31 g,16 g,21 g,1 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/n%C3%B6tmix-russin-200g-olw/2135440
Nötmix Honung & Salt 175g Estrella,"40,90 kr","0.175kg 233,71 kr/kg",530 kcal,2210 kJ,32 g,5.6 g,43 g,35 g,14.6 g,1.1 g,4 g,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/n%C3%B6tmix-honung-salt-175g-estrella/1526728
Chokladpåsar Dumle Winter Mix 180g Fazer,"43,90 kr","0.18kg 243,89 kr/kg",470 kcal,1969 kJ,21 g,17 g,67 g,53 g,2.7 g,0.27 g,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladp%C3%A5sar-dumle-winter-mix-180g-fazer/2166392
